Products,Budget version,Month,Freight,Other Sales Revenue,Other Sales Cost of Goods Sold,Quantity
Irons,Budget version 1,May,11294.35,53865.5,23419.78,23
Irons,Budget version 1,Jun,19982.46,95300.42,41434.97,41
Irons,Budget version 1,Jul,15638.4,74582.79,32427.3,32
Irons,Budget version 2,Aug,12080.71,57615.18,25050.08,25
Irons,Budget version 2,Sep,21476.75,102426.95,44533.46,45
Irons,Budget version 2,Oct,17002.4,81088.05,35255.67,35
Putters,Budget version 1,Nov,2020.4,9635.95,4189.54,4
Putters,Budget version 1,Dec,1010.2,4817.98,2094.77,2
Putters,Budget version 1,Jan,13638.35,65043.66,28279.85,28
Putters,Budget version 2,Feb,2167.76,10338.63,4495.06,4
Putters,Budget version 2,Mar,1040.39,4962.71,2157.7,2
Putters,Budget version 2,Apr,14654.46,69889.86,30386.9,30
Woods,Budget version 1,May,42672.24,203514.52,88484.57,88
Woods,Budget version 1,Jun,8259.15,39389.91,17126.05,17
Woods,Budget version 1,Jul,9635.62,45954.89,19980.39,20
Woods,Budget version 2,Aug,46079.28,219762.72,95549.01,96
Woods,Budget version 2,Sep,8506.94,40571.76,17639.9,18
Woods,Budget version 2,Oct,10633.68,50714.45,22049.76,22
Binoculars,Budget version 1,Nov,2680.08,12782.73,5557.71,6
Binoculars,Budget version 2,Dec,2846.81,13577.63,5903.32,6
Climbing Accessories,Budget version 1,Jan,1856.96,8856.81,3850.79,4
Climbing Accessories,Budget version 2,Feb,2008.58,9578.85,4164.72,4
Cooking Gear,Budget version 1,Mar,2163.49,10318.61,4486.35,4
Cooking Gear,Budget version 1,Apr,7192.5,34302.81,14914.27,15
Cooking Gear,Budget version 2,May,2318.73,11059.03,4808.27,5
Cooking Gear,Budget version 2,Jun,7709.42,36767.92,15986.05,16
Insect Repellents,Budget version 1,Jul,748.3,3569.5,1551.96,2
Insect Repellents,Budget version 2,Aug,802.78,3827.8,1664.26,2
Knives,Budget version 1,Sep,4637.14,22114.77,9615.12,10
Knives,Budget version 1,Oct,1426.69,6804.57,2958.51,3
Knives,Budget version 2,Nov,4996.52,23829.62,10360.7,10
Knives,Budget version 2,Dec,1543.2,7359.23,3199.67,3
Lanterns,Budget version 1,Jan,7433.4,35452.16,15413.98,15
Lanterns,Budget version 1,Feb,1267.18,6043.15,2627.46,3
Lanterns,Budget version 2,Mar,7961.15,37968.15,16507.89,17
Lanterns,Budget version 2,Apr,1348.57,6431.74,2796.41,3
Navigation,Budget version 1,May,2706.01,12905.48,5611.08,6
Navigation,Budget version 1,Jun,3285.94,15670.89,6813.43,7
Navigation,Budget version 2,Jul,2886.85,13767.33,5985.8,6
Navigation,Budget version 2,Aug,3483.84,16615.78,7224.25,7
Packs,Budget version 1,Sep,26202.83,124967.4,54333.65,54
Packs,Budget version 2,Oct,27905.86,133090.35,57865.37,58
Rope,Budget version 1,Nov,9794.8,46713.69,20310.3,20
Rope,Budget version 1,Dec,10220.8,48744.59,21193.3,21
Rope,Budget version 2,Jan,10527.34,50207.05,21829.15,22
Rope,Budget version 2,Feb,10965.82,52299,22738.7,23
Safety,Budget version 1,Mar,945.87,4510.78,1961.21,2
Safety,Budget version 2,Apr,1028.25,4903.96,2132.16,2
Sleeping Bags,Budget version 1,May,6476.7,30888.21,13429.66,13
Sleeping Bags,Budget version 1,Jun,2711.26,12930.1,5621.78,6
Sleeping Bags,Budget version 2,Jul,6903.69,32924.7,14315.09,14
Sleeping Bags,Budget version 2,Aug,2870.11,13687.91,5951.27,6
Sunscreen,Budget version 1,Sep,335.09,1598.01,694.79,1
Sunscreen,Budget version 2,Oct,359.38,1714.52,745.44,1
Tents,Budget version 1,Nov,26966.88,128612.06,55918.29,56
Tents,Budget version 2,Dec,29131.03,138932.31,60405.35,60
Tools,Budget version 1,Jan,976.07,4654.86,2023.85,2
Tools,Budget version 2,Feb,1047.29,4994.22,2171.4,2
Binoculars,Budget version 1,Mar,5695.58,27163.14,11810.06,12
Binoculars,Budget version 2,Apr,6038.88,28800.86,12522.11,13
Cooking Gear,Budget version 1,May,1052.54,5019.82,2182.53,2
Cooking Gear,Budget version 1,Jun,1637.39,7808.86,3395.16,3
Cooking Gear,Budget version 2,Jul,1114.24,5314.21,2310.53,2
Cooking Gear,Budget version 2,Aug,1746.68,8330.37,3621.9,4
Eyewear,Budget version 1,Sep,6221.36,29671.25,12900.54,13
Eyewear,Budget version 1,Oct,1302.3,6210.2,2700.09,3
Eyewear,Budget version 2,Nov,6631.61,31627.65,13751.15,14
Eyewear,Budget version 2,Dec,1415.85,6752.06,2935.68,3
First Aid,Budget version 1,Jan,745.01,3552.77,1544.68,2
First Aid,Budget version 1,Feb,132.59,631.79,274.69,0
First Aid,Budget version 2,Mar,792.93,3781.52,1644.14,2
First Aid,Budget version 2,Apr,145.06,691.19,300.52,0
Insect Repellents,Budget version 1,May,519.54,2477.58,1077.21,1
Insect Repellents,Budget version 1,Jun,1505.78,7181.02,3122.18,3
Insect Repellents,Budget version 2,Jul,557.61,2660.06,1156.55,1
Insect Repellents,Budget version 2,Aug,1614.42,7698.92,3347.36,3
Knives,Budget version 1,Sep,8845.97,42188.47,18342.81,18
Knives,Budget version 2,Oct,9441.99,45031.01,19578.7,20
Navigation,Budget version 1,Nov,13723.35,65448.99,28456.08,28
Navigation,Budget version 2,Dec,14732.24,70261.06,30548.29,31
Rope,Budget version 1,Jan,2555.04,12186.07,5298.29,5
Rope,Budget version 2,Feb,2631.84,12551.68,5457.25,5
Sleeping Bags,Budget version 1,Mar,1355.47,6464.88,2810.82,3
Sleeping Bags,Budget version 2,Apr,1473.95,7028.73,3055.97,3
Sunscreen,Budget version 1,May,572.38,2729.97,1186.94,1
Sunscreen,Budget version 1,Jun,739.76,3528.81,1534.27,2
Sunscreen,Budget version 2,Jul,611.11,2914.74,1267.28,1
Sunscreen,Budget version 2,Aug,790.96,3771.67,1639.86,2
Tools,Budget version 1,Sep,2684.02,12800.46,5565.42,6
Tools,Budget version 2,Oct,2890.13,13784.07,5993.07,6
Watches,Budget version 1,Nov,4630.9,22085.89,9602.56,10
Watches,Budget version 1,Dec,13191.01,62911.02,27352.62,27
Watches,Budget version 2,Jan,4986.67,23782.36,10340.16,10
Watches,Budget version 2,Feb,14092.58,67211.09,29222.21,29
Woods,Budget version 1,Mar,11012.09,52519.88,22834.73,23
Woods,Budget version 2,Apr,367.2,1751.26,761.42,1
Eyewear,Budget version 1,May,2614.42,12468.77,5421.2,5
Eyewear,Budget version 2,Jun,2804.2,13373.95,5814.76,6
Knives,Budget version 1,Jul,804.46,3836.65,1668.11,2
Knives,Budget version 2,Aug,863.54,4118.37,1790.6,2
Lanterns,Budget version 1,Sep,263.98,1258.92,547.36,1
Lanterns,Budget version 2,Oct,283.68,1353.05,588.28,1
Packs,Budget version 1,Nov,2315.71,11044.28,4801.86,5
Packs,Budget version 2,Dec,2474.19,11800.05,5130.46,5
Watches,Budget version 1,Jan,2230.68,10638.69,4625.52,5
Watches,Budget version 2,Feb,2385.99,11379.29,4947.52,5
Binoculars,Budget version 1,Mar,614.5,2930.66,1274.2,1
Binoculars,Budget version 2,Apr,656.37,3130.38,1361.03,1
Climbing Accessories,Budget version 1,May,1198.5,5715.82,2485.14,2
Climbing Accessories,Budget version 2,Jun,1283.18,6119.72,2660.75,3
Safety,Budget version 1,Jul,1085.11,5175.03,2250.01,2
Safety,Budget version 2,Aug,1161.76,5540.71,2409,2
Tools,Budget version 1,Sep,1547.02,7378.15,3207.89,3
Tools,Budget version 2,Oct,1656.04,7898.03,3433.93,3
Golf Accessories,Budget version 1,Nov,729.54,3479.3,1512.74,2
Golf Accessories,Budget version 2,Dec,782.2,3730.57,1621.99,2
Irons,Budget version 1,Jan,236.06,1125.91,489.53,0
Irons,Budget version 1,Feb,1298.43,6192.45,2692.37,3
Irons,Budget version 2,Mar,243.15,1159.66,504.2,1
Irons,Budget version 2,Apr,1398.18,6668.14,2899.19,3
Putters,Budget version 1,May,388.87,1854.69,806.39,1
Putters,Budget version 2,Jun,412.33,1966.53,855.01,1
Woods,Budget version 1,Jul,748.09,3567.77,1551.2,2
Woods,Budget version 1,Aug,2805.32,13379.13,5817.01,6
Woods,Budget version 2,Sep,770.52,3674.78,1597.73,2
Woods,Budget version 2,Oct,2985.77,14239.85,6191.24,6
Binoculars,Budget version 1,Nov,409.65,1953.77,849.47,1
Binoculars,Budget version 1,Dec,500.71,2387.95,1038.24,1
Binoculars,Budget version 2,Jan,433.69,2068.28,899.25,1
Binoculars,Budget version 2,Feb,539.14,2571.39,1118,1
Climbing Accessories,Budget version 1,Mar,277.53,1323.67,575.51,1
Climbing Accessories,Budget version 1,Apr,857.87,4091.35,1778.85,2
Climbing Accessories,Budget version 2,May,298.84,1425.33,619.71,1
Climbing Accessories,Budget version 2,Jun,919.32,4384.48,1906.3,2
Cooking Gear,Budget version 1,Jul,1088.41,5190.95,2256.93,2
Cooking Gear,Budget version 1,Aug,468.73,2235.54,971.97,1
Cooking Gear,Budget version 1,Sep,150.94,719.91,313,0
Cooking Gear,Budget version 1,Oct,1088.41,5190.95,2256.93,2
Cooking Gear,Budget version 2,Nov,1166.08,5561.31,2417.96,2
Cooking Gear,Budget version 2,Dec,503.25,2400.17,1043.55,1
Cooking Gear,Budget version 2,Jan,163.65,780.55,339.37,0
Cooking Gear,Budget version 2,Feb,1170.19,5580.84,2426.45,2
Eyewear,Budget version 1,Mar,530.76,2531.26,1100.55,1
Eyewear,Budget version 2,Apr,566.92,2703.74,1175.54,1
First Aid,Budget version 1,May,29.25,139.43,60.62,0
First Aid,Budget version 1,Jun,56.23,268.17,116.6,0
First Aid,Budget version 2,Jul,31.26,149.15,64.85,0
First Aid,Budget version 2,Aug,60.24,287.25,124.89,0
Insect Repellents,Budget version 1,Sep,130.38,621.9,270.39,0
Insect Repellents,Budget version 1,Oct,100.51,479.26,208.37,0
Insect Repellents,Budget version 1,Nov,82.54,393.69,171.17,0
Insect Repellents,Budget version 2,Dec,139.84,666.98,289.99,0
Insect Repellents,Budget version 2,Jan,107.82,514.22,223.57,0
Insect Repellents,Budget version 2,Feb,88.73,423.12,183.97,0
Knives,Budget version 1,Mar,126.01,600.9,261.26,0
Knives,Budget version 1,Apr,649.37,3097.07,1346.55,1
Knives,Budget version 1,May,678.44,3235.75,1406.85,1
Knives,Budget version 2,Jun,134.75,642.77,279.47,0
Knives,Budget version 2,Jul,693.83,3309.01,1438.7,1
Knives,Budget version 2,Aug,728.74,3475.64,1511.15,2
Lanterns,Budget version 1,Sep,367.25,1751.51,761.53,1
Lanterns,Budget version 1,Oct,367.25,1751.51,761.53,1
Lanterns,Budget version 1,Nov,441.85,2107.3,916.22,1
Lanterns,Budget version 1,Dec,195.08,930.51,404.57,0
Lanterns,Budget version 1,Jan,275.43,1313.63,571.14,1
Lanterns,Budget version 1,Feb,1652.65,7881.8,3426.87,3
Lanterns,Budget version 2,Mar,393.06,1874.54,815.02,1
Lanterns,Budget version 2,Apr,393.06,1874.54,815.02,1
Lanterns,Budget version 2,May,472.84,2255.07,980.47,1
Lanterns,Budget version 2,Jun,209.84,1000.7,435.09,0
Lanterns,Budget version 2,Jul,295.55,1409.41,612.79,1
Lanterns,Budget version 2,Aug,1770.19,8442.43,3670.62,4
Navigation,Budget version 1,Sep,262.59,1252.41,544.53,1
Navigation,Budget version 1,Oct,2074.57,9894.07,4301.77,4
Navigation,Budget version 1,Nov,3466.37,16531.89,7187.78,7
Navigation,Budget version 2,Dec,284,1354.48,588.9,1
Navigation,Budget version 2,Jan,2217.93,10577.91,4599.09,5
Navigation,Budget version 2,Feb,3705.6,17672.82,7683.83,8
Packs,Budget version 1,Mar,829.52,3956.15,1720.07,2
Packs,Budget version 1,Apr,864.07,4121,1791.74,2
Packs,Budget version 1,May,829.52,3956.15,1720.07,2
Packs,Budget version 1,Jun,2004.65,9560.72,4156.83,4
Packs,Budget version 1,Jul,1970.09,9395.87,4085.16,4
Packs,Budget version 2,Aug,890.02,4244.6,1845.48,2
Packs,Budget version 2,Sep,925.61,4414.4,1919.3,2
Packs,Budget version 2,Oct,890.02,4244.6,1845.48,2
Packs,Budget version 2,Nov,2136.01,10187.12,4429.18,4
Packs,Budget version 2,Dec,2118.22,10102.22,4392.27,4
Rope,Budget version 1,Jan,1272.88,6070.72,2639.44,3
Rope,Budget version 2,Feb,1370.66,6537.09,2842.21,3
Safety,Budget version 1,Mar,114.24,544.76,236.85,0
Safety,Budget version 1,Apr,142.78,680.94,296.06,0
Safety,Budget version 2,May,124.99,596.13,259.19,0
Safety,Budget version 2,Jun,154.42,736.41,320.18,0
Sleeping Bags,Budget version 1,Jul,102.33,488,212.17,0
Sleeping Bags,Budget version 1,Aug,572.99,2732.68,1188.12,1
Sleeping Bags,Budget version 1,Sep,757.14,3611.02,1570.01,2
Sleeping Bags,Budget version 1,Oct,306.96,1463.95,636.5,1
Sleeping Bags,Budget version 1,Nov,982.24,4684.58,2036.77,2
Sleeping Bags,Budget version 1,Dec,2455.64,11711.4,5091.91,5
Sleeping Bags,Budget version 2,Jan,105.37,502.62,218.53,0
Sleeping Bags,Budget version 2,Feb,611.25,2915.19,1267.47,1
Sleeping Bags,Budget version 2,Mar,811.5,3870.13,1682.67,2
Sleeping Bags,Budget version 2,Apr,326.71,1558.12,677.44,1
Sleeping Bags,Budget version 2,May,1053.85,5026.14,2185.28,2
Sleeping Bags,Budget version 2,Jun,2634.67,12565.4,5463.22,5
Sunscreen,Budget version 1,Jul,93.91,447.78,194.69,0
Sunscreen,Budget version 1,Aug,50.25,239.72,104.23,0
Sunscreen,Budget version 1,Sep,46.46,221.61,96.35,0
Sunscreen,Budget version 1,Oct,99.57,474.93,206.49,0
Sunscreen,Budget version 2,Nov,100.6,479.84,208.63,0
Sunscreen,Budget version 2,Dec,53.73,256.22,111.4,0
Sunscreen,Budget version 2,Jan,49.81,237.58,103.3,0
Sunscreen,Budget version 2,Feb,106.48,507.8,220.78,0
Tents,Budget version 1,Mar,6523.4,31111.66,13526.81,14
Tents,Budget version 1,Apr,5451.09,25997.41,11303.22,11
Tents,Budget version 1,May,10365.97,49437.69,21494.65,21
Tents,Budget version 2,Jun,6995.25,33361.91,14505.18,15
Tents,Budget version 2,Jul,5844.73,27874.75,12119.46,12
Tents,Budget version 2,Aug,11091.15,52896.21,22998.35,23
Tools,Budget version 1,Sep,795.63,3794.46,1649.77,2
Tools,Budget version 1,Oct,2408.95,11488.81,4995.13,5
Tools,Budget version 1,Nov,906.12,4321.48,1878.9,2
Tools,Budget version 2,Dec,853.64,4071.15,1770.07,2
Tools,Budget version 2,Jan,2577.95,12294.87,5345.6,5
Tools,Budget version 2,Feb,973.14,4641.1,2017.87,2
Cooking Gear,Budget version 1,Mar,429,2046.07,889.6,1
Cooking Gear,Budget version 2,Apr,462.36,2205,958.7,1
Eyewear,Budget version 1,May,491.43,2343.76,1019.03,1
Eyewear,Budget version 2,Jun,526.43,2510.62,1091.57,1
First Aid,Budget version 1,Jul,65.24,311.06,135.24,0
First Aid,Budget version 1,Aug,47.22,225.27,97.94,0
First Aid,Budget version 2,Sep,69.52,331.44,144.1,0
First Aid,Budget version 2,Oct,50.97,243.06,105.68,0
Lanterns,Budget version 1,Nov,981.26,4679.81,2034.7,2
Lanterns,Budget version 2,Dec,1052.07,5017.53,2181.53,2
Packs,Budget version 1,Jan,1036.91,4945.21,2150.09,2
Packs,Budget version 2,Feb,1103.61,5263.32,2288.4,2
Sleeping Bags,Budget version 1,Mar,1984.94,9466.72,4115.97,4
Sleeping Bags,Budget version 2,Apr,2128.83,10152.83,4414.27,4
Tents,Budget version 1,May,10365.97,49437.69,21494.65,21
Tents,Budget version 2,Jun,11091.15,52896.21,22998.35,23
Tools,Budget version 1,Jul,574.59,2740.44,1191.5,1
Tools,Budget version 2,Aug,614.63,2931.24,1274.45,1
Binoculars,Budget version 1,Sep,546.23,2605.06,1132.63,1
Binoculars,Budget version 1,Oct,1183.47,5644.25,2454.02,2
Binoculars,Budget version 2,Nov,586.05,2794.97,1215.2,1
Binoculars,Budget version 2,Dec,1265.88,6037.18,2624.86,3
Cooking Gear,Budget version 1,Jan,611.74,2917.55,1268.5,1
Cooking Gear,Budget version 2,Feb,654.63,3122.13,1357.45,1
Golf Accessories,Budget version 1,Mar,574.06,2737.81,1190.35,1
Golf Accessories,Budget version 2,Apr,609.77,2908.05,1264.37,1
Insect Repellents,Budget version 1,May,124.41,593.36,257.98,0
Insect Repellents,Budget version 1,Jun,141.17,673.23,292.71,0
Insect Repellents,Budget version 2,Jul,133.06,634.66,275.94,0
Insect Repellents,Budget version 2,Aug,151.56,722.81,314.27,0
Irons,Budget version 1,Sep,236.06,1125.91,489.53,0
Irons,Budget version 2,Oct,243.15,1159.66,504.2,1
Knives,Budget version 1,Nov,688.16,3281.94,1426.93,1
Knives,Budget version 2,Dec,738.73,3523.27,1531.86,2
Lanterns,Budget version 1,Jan,591.05,2818.83,1225.58,1
Lanterns,Budget version 1,Feb,407.42,1943.07,844.81,1
Lanterns,Budget version 1,Mar,619.72,2955.67,1285.07,1
Lanterns,Budget version 1,Apr,2725.72,12999.53,5651.97,6
Lanterns,Budget version 2,May,632.43,3016.18,1311.38,1
Lanterns,Budget version 2,Jun,437.39,2085.94,906.93,1
Lanterns,Budget version 2,Jul,664.93,3171.18,1378.77,1
Lanterns,Budget version 2,Aug,2919.78,13925.09,6054.39,6
Navigation,Budget version 1,Sep,1234.22,5886.33,2559.27,3
Navigation,Budget version 2,Oct,1325.36,6320.96,2748.24,3
Packs,Budget version 1,Nov,2730.49,13022.36,5661.9,6
Packs,Budget version 1,Dec,2626.82,12527.85,5446.89,5
Packs,Budget version 2,Jan,2919.2,13922.37,6053.2,6
Packs,Budget version 2,Feb,2812.41,13413.01,5831.74,6
Putters,Budget version 1,Mar,320.25,1527.4,664.09,1
Putters,Budget version 2,Apr,341.65,1629.42,708.44,1
Sleeping Bags,Budget version 1,May,1002.7,4782.14,2079.19,2
Sleeping Bags,Budget version 2,Jun,1074.94,5126.69,2229,2
Climbing Accessories,Budget version 1,Jul,2157.94,10291.84,4474.71,4
Climbing Accessories,Budget version 2,Aug,2305.76,10996.54,4781.1,5
Cooking Gear,Budget version 1,Sep,4654.91,22200.33,9652.32,10
Cooking Gear,Budget version 2,Oct,4979.56,23748.79,10325.56,10
Eyewear,Budget version 1,Nov,386.46,1843.29,801.43,1
Eyewear,Budget version 2,Dec,398.12,1898.52,825.44,1
First Aid,Budget version 1,Jan,88.46,421.79,183.39,0
First Aid,Budget version 2,Feb,93.37,445.28,193.6,0
Insect Repellents,Budget version 1,Mar,110.55,527.26,229.24,0
Insect Repellents,Budget version 2,Apr,118.71,566.18,246.17,0
Knives,Budget version 1,May,1810.33,8634.06,3753.94,4
Knives,Budget version 2,Jun,1943.15,9267.48,4029.34,4
Lanterns,Budget version 1,Jul,4118.1,19640.06,8539.16,9
Lanterns,Budget version 2,Aug,4410.14,21032.9,9144.74,9
Navigation,Budget version 1,Sep,1084.23,5171.12,2248.31,2
Navigation,Budget version 2,Oct,1169.98,5579.85,2426.02,2
Packs,Budget version 1,Nov,6048.1,28844.86,12541.24,13
Packs,Budget version 2,Dec,6509.52,31045.5,13498.04,13
Rope,Budget version 1,Jan,13764.85,65647.92,28542.57,29
Rope,Budget version 2,Feb,14763.69,70411.46,30613.68,31
Safety,Budget version 1,Mar,1010.59,4819.74,2095.54,2
Safety,Budget version 2,Apr,1069.85,5102.21,2218.35,2
Sleeping Bags,Budget version 1,May,7161.7,34155.82,14850.36,15
Sleeping Bags,Budget version 2,Jun,7666.69,36563.98,15897.38,16
Tents,Budget version 1,Jul,19326.9,92174.32,40075.79,40
Tents,Budget version 2,Aug,20721.05,98823.4,42966.7,43
Tools,Budget version 1,Sep,2172.67,10361.8,4505.13,5
Tools,Budget version 2,Oct,2338.55,11152.94,4849.1,5
Binoculars,Budget version 1,Nov,14908.81,71103.55,30914.59,31
Binoculars,Budget version 1,Dec,3015.17,14380.41,6252.35,6
Climbing Accessories,Budget version 1,Jan,1949.84,9299.88,4043.43,4
Cooking Gear,Budget version 1,Feb,14677.43,69999.81,30434.7,30
Cooking Gear,Budget version 1,Mar,2339.08,11155.19,4850.08,5
Cooking Gear,Budget version 1,Apr,467.69,2231.1,970.04,1
Cooking Gear,Budget version 1,May,1110.96,5298.79,2303.82,2
Cooking Gear,Budget version 1,Jun,13215.63,63027.86,27403.42,27
Eyewear,Budget version 1,Jul,7523.66,35881.78,15600.77,16
Eyewear,Budget version 1,Aug,2749,13110.61,5700.27,6
Eyewear,Budget version 1,Sep,4629.92,22080.97,9600.42,10
Eyewear,Budget version 1,Oct,3038.48,14490.69,6300.3,6
Eyewear,Budget version 1,Nov,3183.21,15180.56,6600.24,7
Eyewear,Budget version 1,Dec,1736.18,8280.49,3600.21,4
Golf Accessories,Budget version 1,Jan,4137.29,19731.38,8578.86,9
Insect Repellents,Budget version 1,Feb,1030.22,4913.15,2136.15,2
Insect Repellents,Budget version 1,Mar,299.32,1427.67,620.73,1
Insect Repellents,Budget version 1,Apr,184.78,881.87,383.42,0
Insect Repellents,Budget version 1,May,405,1931.79,839.91,1
Irons,Budget version 1,Jun,16507.15,78726.32,34228.83,34
Knives,Budget version 1,Jul,9131.18,43549.19,18934.43,19
Knives,Budget version 1,Aug,2140.19,10207.02,4437.83,4
Knives,Budget version 1,Sep,1284.25,6124.21,2662.7,3
Knives,Budget version 1,Oct,1426.69,6804.57,2958.51,3
Knives,Budget version 1,Nov,998.71,4763.17,2070.94,2
Knives,Budget version 1,Dec,1854.66,8845.97,3846.07,4
Lanterns,Budget version 1,Jan,33324.12,158930.85,69100.37,69
Lanterns,Budget version 1,Feb,3167.79,15107.37,6568.42,7
Lanterns,Budget version 1,Mar,1562.89,7453.09,3240.47,3
Lanterns,Budget version 1,Apr,1224.84,5841.63,2539.84,3
Packs,Budget version 1,May,17044.41,81289.56,35343.29,35
Packs,Budget version 1,Jun,4324.69,20625.73,8967.71,9
Packs,Budget version 1,Jul,2543.88,12132.9,5275.17,5
Packs,Budget version 1,Aug,6359.86,30331.92,13187.79,13
Packs,Budget version 1,Sep,13991.82,66730.28,29013.17,29
Sleeping Bags,Budget version 1,Oct,37654.39,179583.16,78079.63,78
Sleeping Bags,Budget version 1,Nov,2560.62,12211.67,5309.42,5
Sleeping Bags,Budget version 1,Dec,2560.62,12211.67,5309.42,5
Sleeping Bags,Budget version 1,Jan,1807.4,8619.84,3747.76,4
Sunscreen,Budget version 1,Feb,886.47,4227.87,1838.2,2
Sunscreen,Budget version 1,Mar,635.07,3029.61,1317.22,1
Sunscreen,Budget version 1,Apr,369.88,1764.4,767.13,1
Tents,Budget version 1,May,115761.06,552090.49,240039.34,240
Tents,Budget version 1,Jun,51303.24,244676.38,106381.03,106
Tents,Budget version 1,Jul,93397.84,445436.65,193668.11,194
Tents,Budget version 1,Aug,17758.9,84695.62,36824.18,37
Tents,Budget version 1,Sep,42752.64,203897.2,88650.96,89
Tents,Budget version 1,Oct,11839.16,56463.86,24549.5,25
Tents,Budget version 1,Nov,52618.67,250950.25,109108.8,109
Tools,Budget version 1,Dec,2765.41,13188.39,5734.08,6
